self_agent,opp_agent,env,agreement,self_ufun_agreement,oppo_ufun_agreement,number_of_steps,total_social_welfare,pareto_distance,nash_distance
BDI_Negotiatior_V3,TMFAgent,thompson_employment_hOlD,"('2%', 'Division E', '100%', '100%', '$40,000')",0.5900000000000001,0.5737496320000001,9994,1.163749632,0.1518011658045424,0.1745997752094135
