self_agent,opp_agent,env,agreement,self_ufun_agreement,oppo_ufun_agreement,number_of_steps,total_social_welfare,pareto_distance,nash_distance
concession_model_Negotiatior,ConcederTBNegotiator,travel_domain_hOlD,"('Hospitality', 'Zoo', 'Lunch facilities', 'Markets', 'Theater', 'Indoor activities', 'Palace')",0.9747399999999999,0.2943078048,2499,1.2690478048,0.0,0.42512646704297496
