self_agent,opp_agent,env,agreement,self_ufun_agreement,oppo_ufun_agreement,number_of_steps,total_social_welfare,pareto_distance,nash_distance
monotonic_decreasing_Negotiatior,ParsAgent,travel_domain_mOhD,"('Hospitality', 'Nightlife and entertainment', 'Local cuisine', 'Small boutiques', 'Museum', 'Indoor activities', 'Monuments')",0.9515412833,0.7405237035999999,8225,1.6920649868999997,0.0,0.0
