self_agent,opp_agent,env,agreement,self_ufun_agreement,oppo_ufun_agreement,number_of_steps,total_social_welfare,pareto_distance,nash_distance
monotonic_decreasing_Negotiatior,Atlas3,thompson_employment_mOmD,"('10%', 'Division E', '60%', '80%', '$40,000')",0.7050000000000001,0.867454701,9332,1.572454701,0.0,0.2700995054517129
