self_agent,opp_agent,env,agreement,self_ufun_agreement,oppo_ufun_agreement,number_of_steps,total_social_welfare,pareto_distance,nash_distance
concession_model_Negotiatior,MiCRO,Supermarket_domain_mOmD,,0,0,10004,0,1.0372252047966748,1.1669812383914422
