self_agent,opp_agent,env,agreement,self_ufun_agreement,oppo_ufun_agreement,number_of_steps,total_social_welfare,pareto_distance,nash_distance
BDI_Negotiatior_V3,NaiveTitForTatNegotiator,adg_lOhD,"('good', 'good', 'good', 'good', 'good', 'good')",1.0,0.8197881585,7,1.8197881585,0.0,0.1344995162776681
